"Date","ID_Jar","Net","Lat_IN","Lon_IN","Depth_Min","Depth_Max","Volume_m3","Time_IN","Species_Name","Type","Length_l","Length_h","Tot_num"
"2/22/05",46,"Hoop",37.7221,-123.233,-1,-55,362.05,"10:58:00","Euphausiidae ","zoea",2.7,3.5,4
"2/22/05",47,"Hoop",37.7233976,-123.1852812,-1,-57,341.71,"12:44:00","Euphausiidae ","protozoea",1.9,2.2,48
"2/22/05",47,"Hoop",37.7233976,-123.1852812,-1,-57,341.71,"12:44:00","Euphausiidae ","zoea",2.7,3.5,16
"2/22/05",48,"Hoop",37.7246041,-123.1378151,-1,-41,374.91,"14:15:00","Euphausiidae ","protozoea",1.9,2.2,88
"2/22/05",48,"Hoop",37.7246041,-123.1378151,-1,-41,374.91,"14:15:00","Euphausiidae ","zoea",2.7,3.5,48
"2/22/05",49,"Hoop",37.7270174,-123.042883,-1,-16,179.74,"15:00:00","Euphausiidae ","protozoea",1.9,2.2,16
"2/22/05",49,"Hoop",37.7270174,-123.042883,-1,-16,179.74,"15:00:00","Euphausiidae ","zoea",2.7,3.5,24
"2/23/05",51,"Hoop",38.0461,-123.563,-1,-47,354.1,"9:57:00","Thysanoessa gregaria","zoea",3.5,3.5,1
"2/23/05",52,"Hoop",38.0474476,-123.5151749,-1,-36,376.15,"12:30:00","Euphausiidae ","protozoea",1.9,2.2,80
"2/23/05",52,"Hoop",38.0474476,-123.5151749,-1,-36,376.15,"12:30:00","Euphausiidae ","zoea",2.7,3.5,24
"2/23/05",53,"Hoop",38.0487809,-123.467652,-1,-41,364.86,"12:50:00","Euphausiidae ","protozoea",1.9,2.2,20
"2/23/05",53,"Hoop",38.0487809,-123.467652,-1,-41,364.86,"12:50:00","Euphausiidae ","zoea",2.6,3.1,8
"2/23/05",53,"Hoop",38.0487809,-123.467652,-1,-41,364.86,"12:50:00","Euphausia pacifica","zoea",4.2,4.2,4
"2/23/05",54,"Hoop",38.0514476,-123.3726062,-1,-45,326,"13:34:00","Euphausiidae ","nauplii",0.3,0.3,160
"2/23/05",54,"Hoop",38.0514476,-123.3726062,-1,-45,326,"13:34:00","Euphausiidae ","protozoea",1.9,2.2,240
"2/23/05",54,"Hoop",38.0514476,-123.3726062,-1,-45,326,"13:34:00","Euphausiidae ","zoea",2.7,3.5,80
"2/24/05",55,"Hoop",37.882,-123.475,-1,-65,272.2,"10:53:00","Euphausiidae ","protozoea",1.1,1.2,24
"2/23/05",57,"Hoop",38.0568,-123.183,-1,-38,326.05,"14:58:00","Euphausiidae ","protozoea",1.1,1.2,112
"2/23/05",57,"Hoop",38.0568,-123.183,-1,-38,326.05,"14:58:00","Euphausiidae ","zoea",2.6,3.1,16
"2/24/05",58,"Hoop",37.884643,-123.3800775,-1,-47,296.41,"13:12:00","Euphausia spp","nauplii",0.2,0.3,16
"2/24/05",58,"Hoop",37.884643,-123.3800775,-1,-47,296.41,"13:12:00","Euphausia spp","protozoea",1.5,2,40
"2/24/05",60,"Hoop",37.8925,-123.095,-1,-45,326.45,"15:18:00","Euphausiidae ","protozoea",1.5,2,224
"2/24/05",60,"Hoop",37.8925,-123.095,-1,-45,326.45,"15:18:00","Euphausiidae ","zoea",2.7,3.5,64
"2/23/05",61,"Tucker",38.05938333,-123.1781,-1,-75,630.58,"15:24:00","Euphausiidae ","protozoea",1.6,1.9,1152
"2/23/05",62,"Tucker",38.04696667,-123.5125,-1,-100,676.21,"11:39:00","Euphausia pacifica","f",19.1,19.1,1
"2/23/05",62,"Tucker",38.04696667,-123.5125,-1,-100,676.21,"11:39:00","Euphausia pacifica","f",10.1,11,1
"2/23/05",62,"Tucker",38.04696667,-123.5125,-1,-100,676.21,"11:39:00","Euphausia pacifica","f",16.1,17,7
"2/23/05",62,"Tucker",38.04696667,-123.5125,-1,-100,676.21,"11:39:00","Euphausia pacifica","f",21.3,21.3,1
"2/23/05",62,"Tucker",38.04696667,-123.5125,-1,-100,676.21,"11:39:00","Euphausia pacifica","juv",8.1,8.1,1
"2/23/05",62,"Tucker",38.04696667,-123.5125,-1,-100,676.21,"11:39:00","Euphausia pacifica","m",23.4,23.4,1
"2/23/05",62,"Tucker",38.04696667,-123.5125,-1,-100,676.21,"11:39:00","Euphausia pacifica","m",22.3,22.3,2
"2/23/05",62,"Tucker",38.04696667,-123.5125,-1,-100,676.21,"11:39:00","Euphausiidae ","protozoea",1.6,1.9,896
"2/23/05",62,"Tucker",38.04696667,-123.5125,-1,-100,676.21,"11:39:00","Euphausia pacifica","zoea",3.1,4.2,64
"2/23/05",62,"Tucker",38.04696667,-123.5125,-1,-100,676.21,"11:39:00","Euphausiidae ","zoea",2.1,2.4,576
"2/23/05",62,"Tucker",38.04696667,-123.5125,-1,-100,676.21,"11:39:00","Nematoscelis difficilis","zoea",3.5,3.5,32
"2/23/05",63,"Tucker",38.04696667,-123.5125,-100,-225,896.45,"11:39:00","Euphausia pacifica","f",13.1,14,48
"2/23/05",63,"Tucker",38.04696667,-123.5125,-100,-225,896.45,"11:39:00","Euphausia pacifica","f",21.1,22,8
"2/23/05",63,"Tucker",38.04696667,-123.5125,-100,-225,896.45,"11:39:00","Euphausia pacifica","f",20.1,21,16
"2/23/05",63,"Tucker",38.04696667,-123.5125,-100,-225,896.45,"11:39:00","Euphausia pacifica","f",19.1,20,40
"2/23/05",63,"Tucker",38.04696667,-123.5125,-100,-225,896.45,"11:39:00","Euphausia pacifica","f",18.1,19,64
"2/23/05",63,"Tucker",38.04696667,-123.5125,-100,-225,896.45,"11:39:00","Euphausia pacifica","f",17.1,18,72
"2/23/05",63,"Tucker",38.04696667,-123.5125,-100,-225,896.45,"11:39:00","Euphausia pacifica","f",14.1,15,40
"2/23/05",63,"Tucker",38.04696667,-123.5125,-100,-225,896.45,"11:39:00","Euphausia pacifica","f",11.1,12,16
"2/23/05",63,"Tucker",38.04696667,-123.5125,-100,-225,896.45,"11:39:00","Euphausia pacifica","f",15.1,16,8
"2/23/05",63,"Tucker",38.04696667,-123.5125,-100,-225,896.45,"11:39:00","Nematoscelis difficilis","f",14,14,8
"2/23/05",63,"Tucker",38.04696667,-123.5125,-100,-225,896.45,"11:39:00","Euphausia pacifica","juv",8.1,9,32
"2/23/05",63,"Tucker",38.04696667,-123.5125,-100,-225,896.45,"11:39:00","Euphausia pacifica","juv",7.1,8,16
"2/23/05",63,"Tucker",38.04696667,-123.5125,-100,-225,896.45,"11:39:00","Euphausia pacifica","juv",6.1,7,40
"2/23/05",63,"Tucker",38.04696667,-123.5125,-100,-225,896.45,"11:39:00","Thysanoessa spinifera","juv",14,14,8
"2/23/05",63,"Tucker",38.04696667,-123.5125,-100,-225,896.45,"11:39:00","Euphausia pacifica","juv",9.1,10,24
"2/23/05",63,"Tucker",38.04696667,-123.5125,-100,-225,896.45,"11:39:00","Nematoscelis difficilis","juv",8,8.1,16
"2/23/05",63,"Tucker",38.04696667,-123.5125,-100,-225,896.45,"11:39:00","Euphausia pacifica","m",18.1,19,32
"2/23/05",63,"Tucker",38.04696667,-123.5125,-100,-225,896.45,"11:39:00","Euphausia pacifica","m",15.1,16,32
"2/23/05",63,"Tucker",38.04696667,-123.5125,-100,-225,896.45,"11:39:00","Euphausia pacifica","m",17.1,18,32
"2/23/05",63,"Tucker",38.04696667,-123.5125,-100,-225,896.45,"11:39:00","Euphausia pacifica","m",19.1,20,32
"2/23/05",63,"Tucker",38.04696667,-123.5125,-100,-225,896.45,"11:39:00","Euphausia pacifica","m",16.1,17,16
"2/23/05",63,"Tucker",38.04696667,-123.5125,-100,-225,896.45,"11:39:00","Euphausia pacifica","m",14.1,15,16
"2/23/05",63,"Tucker",38.04696667,-123.5125,-100,-225,896.45,"11:39:00","Euphausiidae ","protozoea",1.6,1.9,320
"2/23/05",63,"Tucker",38.04696667,-123.5125,-100,-225,896.45,"11:39:00","Euphausia pacifica","zoea",3.1,4.2,16
"2/23/05",63,"Tucker",38.04696667,-123.5125,-100,-225,896.45,"11:39:00","Euphausiidae ","zoea",2.1,2.4,512
"2/23/05",64,"Tucker",38.04696667,-123.5125,-1,-225,938.36,"11:39:00","Euphausia pacifica","f",18.1,19,160
"2/23/05",64,"Tucker",38.04696667,-123.5125,-1,-225,938.36,"11:39:00","Euphausia pacifica","f",19.1,20,96
"2/23/05",64,"Tucker",38.04696667,-123.5125,-1,-225,938.36,"11:39:00","Euphausia pacifica","f",17.1,18,160
"2/23/05",64,"Tucker",38.04696667,-123.5125,-1,-225,938.36,"11:39:00","Euphausia pacifica","f",16.1,17,160
"2/23/05",64,"Tucker",38.04696667,-123.5125,-1,-225,938.36,"11:39:00","Euphausia pacifica","f",15.1,16,64
"2/23/05",64,"Tucker",38.04696667,-123.5125,-1,-225,938.36,"11:39:00","Euphausia pacifica","f",14.1,15,32
"2/23/05",64,"Tucker",38.04696667,-123.5125,-1,-225,938.36,"11:39:00","Euphausia pacifica","f",13.1,14,32
"2/23/05",64,"Tucker",38.04696667,-123.5125,-1,-225,938.36,"11:39:00","Euphausia pacifica","f",20.1,21,64
"2/23/05",64,"Tucker",38.04696667,-123.5125,-1,-225,938.36,"11:39:00","Euphausia pacifica","juv",9.1,10,32
"2/23/05",64,"Tucker",38.04696667,-123.5125,-1,-225,938.36,"11:39:00","Euphausia pacifica","juv",7.1,8,64
"2/23/05",64,"Tucker",38.04696667,-123.5125,-1,-225,938.36,"11:39:00","Euphausia pacifica","juv",6.1,7,32
"2/23/05",64,"Tucker",38.04696667,-123.5125,-1,-225,938.36,"11:39:00","Thysanoessa spinifera","juv",9.3,9.3,32
"2/23/05",64,"Tucker",38.04696667,-123.5125,-1,-225,938.36,"11:39:00","Euphausia pacifica","m",14.1,15,32
"2/23/05",64,"Tucker",38.04696667,-123.5125,-1,-225,938.36,"11:39:00","Euphausia pacifica","m",15.1,16,160
"2/23/05",64,"Tucker",38.04696667,-123.5125,-1,-225,938.36,"11:39:00","Euphausia pacifica","m",16.1,17,192
"2/23/05",64,"Tucker",38.04696667,-123.5125,-1,-225,938.36,"11:39:00","Euphausia pacifica","m",17.1,18,320
"2/23/05",64,"Tucker",38.04696667,-123.5125,-1,-225,938.36,"11:39:00","Euphausia pacifica","m",18.1,19,320
"2/23/05",64,"Tucker",38.04696667,-123.5125,-1,-225,938.36,"11:39:00","Euphausia pacifica","m",19.1,20,32
"2/23/05",64,"Tucker",38.04696667,-123.5125,-1,-225,938.36,"11:39:00","Euphausia pacifica","m",10.1,11,32
"2/23/05",64,"Tucker",38.04696667,-123.5125,-1,-225,938.36,"11:39:00","Euphausiidae ","protozoea",1.6,1.9,384
"2/23/05",64,"Tucker",38.04696667,-123.5125,-1,-225,938.36,"11:39:00","Euphausiidae ","zoea",2.1,2.4,256
"2/24/05",65,"Tucker",37.88401667,-123.4113333,-1,-100,522.7,"11:55:00","Stylocheiron longicorne","f",10.8,10.8,1
"2/24/05",65,"Tucker",37.88401667,-123.4113333,-1,-100,522.7,"11:55:00","Nematoscelis difficilis","f",11.5,11.5,1
"2/24/05",65,"Tucker",37.88401667,-123.4113333,-1,-100,522.7,"11:55:00","Euphausia pacifica","f",20.1,21,1
"2/24/05",65,"Tucker",37.88401667,-123.4113333,-1,-100,522.7,"11:55:00","Euphausia pacifica","f",17.1,18,1
"2/24/05",65,"Tucker",37.88401667,-123.4113333,-1,-100,522.7,"11:55:00","Euphausia pacifica","f",16.1,17,2
"2/24/05",65,"Tucker",37.88401667,-123.4113333,-1,-100,522.7,"11:55:00","Euphausia pacifica","f",18.1,19,1
"2/24/05",65,"Tucker",37.88401667,-123.4113333,-1,-100,522.7,"11:55:00","Nematoscelis difficilis","f",9,9,1
"2/24/05",65,"Tucker",37.88401667,-123.4113333,-1,-100,522.7,"11:55:00","Thysanoessa spinifera","juv",11.5,11.5,1
"2/24/05",65,"Tucker",37.88401667,-123.4113333,-1,-100,522.7,"11:55:00","Nematoscelis difficilis","juv",7,7.4,3
"2/24/05",65,"Tucker",37.88401667,-123.4113333,-1,-100,522.7,"11:55:00","Nematoscelis difficilis","juv",8,8.3,2
"2/24/05",65,"Tucker",37.88401667,-123.4113333,-1,-100,522.7,"11:55:00","Euphausia pacifica","juv",6.1,6.1,1
"2/24/05",65,"Tucker",37.88401667,-123.4113333,-1,-100,522.7,"11:55:00","Thysanoessa gregaria","m",7.5,7.5,1
"2/24/05",65,"Tucker",37.88401667,-123.4113333,-1,-100,522.7,"11:55:00","Euphausia pacifica","m",18.1,19,1
"2/24/05",65,"Tucker",37.88401667,-123.4113333,-1,-100,522.7,"11:55:00","Euphausiidae ","protozoea",1.6,1.9,736
"2/24/05",65,"Tucker",37.88401667,-123.4113333,-1,-100,522.7,"11:55:00","Nematoscelis difficilis","zoea",3.8,4.6,192
"2/24/05",65,"Tucker",37.88401667,-123.4113333,-1,-100,522.7,"11:55:00","Euphausiidae ","zoea",2.5,3.1,416
"2/24/05",66,"Tucker",37.88401667,-123.4113333,-100,-200,397.47,"11:55:00","Euphausia pacifica","f",19.1,20,16
"2/24/05",66,"Tucker",37.88401667,-123.4113333,-100,-200,397.47,"11:55:00","Euphausia pacifica","f",18.1,19,80
"2/24/05",66,"Tucker",37.88401667,-123.4113333,-100,-200,397.47,"11:55:00","Euphausia pacifica","f",17.1,18,112
"2/24/05",66,"Tucker",37.88401667,-123.4113333,-100,-200,397.47,"11:55:00","Euphausia pacifica","f",15.1,16,80
"2/24/05",66,"Tucker",37.88401667,-123.4113333,-100,-200,397.47,"11:55:00","Euphausia pacifica","f",14.1,15,32
"2/24/05",66,"Tucker",37.88401667,-123.4113333,-100,-200,397.47,"11:55:00","Euphausia pacifica","f",13.1,14,16
"2/24/05",66,"Tucker",37.88401667,-123.4113333,-100,-200,397.47,"11:55:00","Euphausia pacifica","f",12.1,13,16
"2/24/05",66,"Tucker",37.88401667,-123.4113333,-100,-200,397.47,"11:55:00","Nematoscelis difficilis","f",10.1,10.1,16
"2/24/05",66,"Tucker",37.88401667,-123.4113333,-100,-200,397.47,"11:55:00","Euphausia pacifica","m",18.1,19,128
"2/24/05",66,"Tucker",37.88401667,-123.4113333,-100,-200,397.47,"11:55:00","Euphausia pacifica","m",14.1,15,64
"2/24/05",66,"Tucker",37.88401667,-123.4113333,-100,-200,397.47,"11:55:00","Euphausia pacifica","m",15.1,16,16
"2/24/05",66,"Tucker",37.88401667,-123.4113333,-100,-200,397.47,"11:55:00","Euphausia pacifica","m",17.1,18,176
"2/24/05",66,"Tucker",37.88401667,-123.4113333,-100,-200,397.47,"11:55:00","Thysanoessa spinifera","m",18,18,16
"2/24/05",66,"Tucker",37.88401667,-123.4113333,-100,-200,397.47,"11:55:00","Euphausia pacifica","m",16.1,17,176
"2/24/05",66,"Tucker",37.88401667,-123.4113333,-100,-200,397.47,"11:55:00","Thysanoessa spinifera","m",19.2,19.2,16
"2/24/05",66,"Tucker",37.88401667,-123.4113333,-100,-200,397.47,"11:55:00","Euphausiidae ","protozoea",1.6,1.9,384
"2/24/05",66,"Tucker",37.88401667,-123.4113333,-100,-200,397.47,"11:55:00","Euphausiidae ","zoea",2.1,2.4,64
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Euphausia pacifica","f",17.1,18,16
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Thysanoessa gregaria","f",9,9,2
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Nematoscelis difficilis","f",13.2,13.2,1
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Euphausia pacifica","f",15.1,16,8
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Euphausia pacifica","f",13.1,14,8
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Euphausia pacifica","f",21.1,22,8
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Euphausia pacifica","f",19.1,20,8
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Euphausia pacifica","f",18.1,19,8
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Euphausia pacifica","f",16.1,17,32
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Euphausia pacifica","f",14.1,15,8
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Nematoscelis difficilis","juv",9.1,10,6
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Nematoscelis difficilis","juv",8,8.1,1
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Euphausia recurva","juv",8.5,8.5,2
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Euphausia pacifica","juv",9.1,10,8
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Euphausia pacifica","juv",8.1,9,16
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Euphausia pacifica","juv",7.1,8,24
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Euphausia pacifica","juv",6.1,7,40
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Euphausia pacifica","m",17.1,18,8
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Thysanoessa spinifera","m",18,18,1
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Thysanoessa spinifera","m",15.3,15.3,1
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Stylocheiron longicorne","m",9.5,9.5,1
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Stylocheiron longicorne","m",8,8,2
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Nematoscelis difficilis","m",15.5,15.5,1
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Euphausia pacifica","m",18.1,19,16
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Euphausia pacifica","m",16.1,17,16
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Euphausia pacifica","m",15.1,16,16
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Euphausia pacifica","m",14.1,15,8
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Euphausia pacifica","m",19.1,20,8
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Euphausiidae ","protozoea",1.6,1.9,1344
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Euphausia pacifica","zoea",3.1,4.2,40
"2/24/05",67,"Tucker",37.88401667,-123.4113333,-1,-200,787.63,"11:55:00","Euphausiidae ","zoea",2.1,2.4,192
"2/22/05",68,"Tucker",37.72431667,-123.1604,-1,-100,,"13:19:00","Euphausia pacifica","f",17.1,18,1
"2/22/05",68,"Tucker",37.72431667,-123.1604,-1,-100,,"13:19:00","Euphausia pacifica","f",18.1,19,1
"2/22/05",68,"Tucker",37.72431667,-123.1604,-1,-100,,"13:19:00","Euphausia pacifica","f",16.1,17,1
"2/22/05",68,"Tucker",37.72431667,-123.1604,-1,-100,,"13:19:00","Euphausia pacifica","m",15.1,16,4
"2/22/05",68,"Tucker",37.72431667,-123.1604,-1,-100,,"13:19:00","Euphausia pacifica","m",18.1,19,1
"2/22/05",68,"Tucker",37.72431667,-123.1604,-1,-100,,"13:19:00","Euphausiidae ","protozoea",1.6,1.9,11232
"2/22/05",68,"Tucker",37.72431667,-123.1604,-1,-100,,"13:19:00","Euphausiidae ","zoea",2.1,2.4,224
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Euphausia pacifica","f",19.1,20,64
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Euphausia pacifica","f",18.1,19,144
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Euphausia pacifica","f",17.1,18,240
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Euphausia pacifica","f",16.1,17,112
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Euphausia pacifica","f",15.1,16,272
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Euphausia pacifica","f",13.1,14,80
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Euphausia pacifica","f",12.1,13,112
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Euphausia pacifica","f",14.1,15,64
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Euphausia pacifica","f",20.1,21,112
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Euphausia pacifica","juv",6.1,7,160
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Euphausia pacifica","juv",7.1,8,96
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Nematoscelis difficilis","juv",10.1,11,80
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Nematoscelis difficilis","juv",9.1,10,80
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Nematoscelis difficilis","juv",8,8.1,48
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Nematoscelis difficilis","juv",7,7.9,96
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Euphausia pacifica","juv",9.1,10,112
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Euphausia pacifica","juv",8.1,9,80
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Thysanoessa spinifera","m",18,18,16
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Euphausia pacifica","m",18.1,19,160
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Euphausia pacifica","m",19.1,20,96
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Euphausia pacifica","m",17.1,18,336
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Euphausia pacifica","m",16.1,17,224
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Euphausia pacifica","m",15.1,16,352
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Euphausia pacifica","m",14.1,15,176
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Euphausia pacifica","m",13.1,14,80
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Euphausia pacifica","m",12.1,13,16
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Euphausia pacifica","m",11.1,12,16
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Euphausiidae ","protozoea",1.6,1.9,3968
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Nematoscelis difficilis","zoea",3.1,4.2,768
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Euphausiidae ","zoea",2.1,2.4,2304
"2/22/05",69,"Tucker",37.72431667,-123.1604,-1,-200,,"13:19:00","Euphausia pacifica","zoea",3.1,4.2,768
"4/23/05",70,"Hoop",38.0461,-123.563,-1,-24,342.28,"9:40:00","Euphausia pacifica","m",18.3,18.3,1
"4/23/05",70,"Hoop",38.0461,-123.563,-1,-24,342.28,"9:40:00","Euphausiidae ","protozoea",1.9,2.2,64
"4/23/05",71,"Hoop",38.0477,-123.51275,-1,-30,273.56,"10:28:00","Euphausia pacifica","f",18.1,19,1
"4/23/05",71,"Hoop",38.0477,-123.51275,-1,-30,273.56,"10:28:00","Euphausia pacifica","m",19.1,20,3
"4/23/05",71,"Hoop",38.0477,-123.51275,-1,-30,273.56,"10:28:00","Euphausiidae ","protozoea",1.9,2.2,8
"4/23/05",72,"Hoop",38.0487809,-123.4715167,-1,-35,290.1,"11:33:00","Thysanoessa gregaria","f",9,9,1
"4/23/05",72,"Hoop",38.0487809,-123.4715167,-1,-35,290.1,"11:33:00","Euphausia pacifica","f",20.1,21,7
"4/23/05",72,"Hoop",38.0487809,-123.4715167,-1,-35,290.1,"11:33:00","Euphausia pacifica","f",19.1,20,4
"4/23/05",72,"Hoop",38.0487809,-123.4715167,-1,-35,290.1,"11:33:00","Euphausia pacifica","f",18.1,19,9
"4/23/05",72,"Hoop",38.0487809,-123.4715167,-1,-35,290.1,"11:33:00","Euphausia pacifica","f",11.1,12,1
"4/23/05",72,"Hoop",38.0487809,-123.4715167,-1,-35,290.1,"11:33:00","Euphausia pacifica","juv",9.1,10,7
"4/23/05",72,"Hoop",38.0487809,-123.4715167,-1,-35,290.1,"11:33:00","Thysanoessa gregaria","juv",6.1,6.1,2
"4/23/05",72,"Hoop",38.0487809,-123.4715167,-1,-35,290.1,"11:33:00","Nematoscelis difficilis","juv",9.1,10,5
"4/23/05",72,"Hoop",38.0487809,-123.4715167,-1,-35,290.1,"11:33:00","Nematoscelis difficilis","juv",7,8.1,9
"4/23/05",72,"Hoop",38.0487809,-123.4715167,-1,-35,290.1,"11:33:00","Euphausia pacifica","juv",8.1,9,5
"4/23/05",72,"Hoop",38.0487809,-123.4715167,-1,-35,290.1,"11:33:00","Euphausia pacifica","juv",7.1,8,6
"4/23/05",72,"Hoop",38.0487809,-123.4715167,-1,-35,290.1,"11:33:00","Euphausia pacifica","m",19.1,20,6
"4/23/05",72,"Hoop",38.0487809,-123.4715167,-1,-35,290.1,"11:33:00","Euphausia pacifica","m",11.1,12,1
"4/23/05",72,"Hoop",38.0487809,-123.4715167,-1,-35,290.1,"11:33:00","Euphausia pacifica","m",18.1,19,10
"4/23/05",73,"Hoop",38.05085,-123.37335,-1,-28,292.28,"12:39:00","Euphausia pacifica","juv",5.1,5.1,2
"4/23/05",73,"Hoop",38.05085,-123.37335,-1,-28,292.28,"12:39:00","Euphausia pacifica","m",17.3,17.3,1
"4/23/05",73,"Hoop",38.05085,-123.37335,-1,-28,292.28,"12:39:00","Euphausia pacifica","m",18.6,18.6,1
"4/23/05",73,"Hoop",38.05085,-123.37335,-1,-28,292.28,"12:39:00","Euphausia pacifica","m",17.5,17.5,1
"4/23/05",73,"Hoop",38.05085,-123.37335,-1,-28,292.28,"12:39:00","Euphausiidae ","protozoea",1.9,2.2,10
"4/23/05",73,"Hoop",38.05085,-123.37335,-1,-28,292.28,"12:39:00","Euphausiidae ","zoea",2.7,3.5,2
"4/24/05",75,"Hoop",37.88433333,-123.479,-1,-41,364.1,"6:50:00","Euphausia pacifica","f",12.5,12.5,1
"4/24/05",75,"Hoop",37.88433333,-123.479,-1,-41,364.1,"6:50:00","Euphausiidae ","protozoea",1.9,2.2,336
"4/24/05",75,"Hoop",37.88433333,-123.479,-1,-41,364.1,"6:50:00","Euphausiidae ","zoea",2.7,3.5,128
"4/24/05",76,"Hoop",37.8833,-123.4271,-1,-48,371.38,"8:13:00","Euphausiidae ","protozoea",1.9,2.2,512
"4/24/05",76,"Hoop",37.8833,-123.4271,-1,-48,371.38,"8:13:00","Euphausiidae ","zoea",2.7,3.5,384
